iter	RMSE
724	0.3439610091
725	0.3439264415
726	0.3438982059
727	0.3438707967
728	0.343837474
729	0.3437869133
730	0.3437471994
731	0.3437170535
732	0.3436850529
733	0.3436626021
734	0.343621877
735	0.3435235577
736	0.34350563
737	0.3434696973
738	0.3434191813
739	0.3433868363
740	0.3433287601
741	0.3432456516
742	0.3432164421
743	0.3431903913
744	0.3431338774
745	0.343102422
746	0.3430789393
747	0.3430556434
748	0.3430308724
749	0.3430082104
750	0.3429726524
751	0.3429492555
752	0.3429346575
753	0.3428995834
754	0.342841527
755	0.3427892637
756	0.342756239
757	0.3427146996
758	0.3426558222
759	0.342594262
760	0.3425678946
761	0.3425392803
762	0.3425075842
763	0.3424745254
764	0.3423991535
765	0.3423730307
766	0.3423415582
767	0.3423110885
768	0.3422752138
769	0.342241501
770	0.3422186681
771	0.3421919657
772	0.3421580738
773	0.3421069634
774	0.3420758898
775	0.3420517508
776	0.342020918
777	0.3419898575
778	0.3419741778
779	0.3419411037
780	0.3418997659
781	0.3418756363
782	0.341829413
783	0.3418086212
784	0.3417886214
785	0.3417381809
786	0.3417064693
787	0.3416206818
788	0.341593816
789	0.3414917746
790	0.3414679153
791	0.3414384282
792	0.3413992351
793	0.3413682673
794	0.3413330759
795	0.3412679003
796	0.3412403531
797	0.3412099975
798	0.3411841239
799	0.3411409511
800	0.3411049355
801	0.3410579894
802	0.3409955007
803	0.3409584321
804	0.3409177008
805	0.3408417505
806	0.3407760703
807	0.3407450077
808	0.3406502118
809	0.3406170068
810	0.340556031
811	0.3405171217
812	0.3404599145
813	0.3404301142
814	0.3404003111
815	0.3403668843
816	0.3403378768
817	0.3402859737
818	0.3402582891
819	0.340198695
820	0.3401364366
821	0.3401115929
822	0.3400799916
823	0.3400494721
824	0.3400103414
825	0.3399771155
826	0.3399542489
827	0.3399052811
828	0.3398761823
829	0.3398493823
830	0.339824906
831	0.3397801759
832	0.3397095026
833	0.3396770268
834	0.3396396027
835	0.3396080098
836	0.3395785533
837	0.3395541799
838	0.3395220869
839	0.3394781273
840	0.3393965519
841	0.3393557606
842	0.339334047
843	0.339288732
844	0.3392612363
845	0.3392269322
846	0.3392065912
847	0.3391492579
848	0.3391252168
849	0.3391039093
850	0.3390310804
851	0.33900438
852	0.3389749471
853	0.3389578395
854	0.3389377596
855	0.338875321
856	0.3388268173
857	0.3387970761
858	0.3387653463
859	0.338738887
860	0.3386900321
861	0.3386581978
862	0.3386118472
863	0.3385834612
864	0.3385500746
865	0.338514778
866	0.3384903007
867	0.338456845
868	0.338427355
869	0.3383949369
870	0.3383718179
871	0.338341613
872	0.3383177124
873	0.3382925557
874	0.3382609341
875	0.3382046914
876	0.3381799576
877	0.3381532789
878	0.3381189848
879	0.3380675911
880	0.3380358362
881	0.3380044249
882	0.3379726284
883	0.337946217
884	0.3379265111
885	0.3379015279
886	0.3378422039
887	0.337805847
888	0.3377784739
889	0.33774052
890	0.3377179656
891	0.3376979507
892	0.3376629751
893	0.3376382524
894	0.3375881768
895	0.3375653272
896	0.3375342356
897	0.3375164001
898	0.3374603489
899	0.3374365667
900	0.3373835696
901	0.3373610063
902	0.3373241457
903	0.33729552
904	0.3372653068
905	0.3372419664
906	0.3372140393
907	0.3371843437
908	0.3371429768
909	0.3370885415
910	0.3370224746
911	0.3369772873
912	0.3369580852
913	0.3369287519
914	0.3368666763
915	0.3368313254
916	0.3367876727
917	0.3367617854
918	0.336732802
919	0.3366690088
920	0.3366384102
921	0.3366114453
922	0.3365450044
923	0.336528946
924	0.3364989027
925	0.336467742
926	0.3364348028
927	0.3364009017
928	0.3363681582
929	0.3363409731
930	0.3363109723
931	0.336286849
932	0.3362604631
933	0.3362150693
934	0.3361873389
935	0.3361422194
936	0.336112723
937	0.3360828364
938	0.3360558511
939	0.3360210164
940	0.3359923865
941	0.3359654103
942	0.3359370017
943	0.3359090205
944	0.3358761231
945	0.3358612474
946	0.3358360062
947	0.3358101772
948	0.3357835257
949	0.3357037183
950	0.3356776006
951	0.335661172
952	0.335630379
953	0.3355898229
954	0.3355602518
955	0.3355350591
956	0.3355087134
957	0.3354905124
958	0.3354675787
959	0.3354454975
960	0.3354252305
961	0.3353977002
962	0.3353707141
963	0.3353433761
964	0.3353132784
965	0.335231626
966	0.3351774131
967	0.3351564893
968	0.3351218549
969	0.3350803878
970	0.3350529786
971	0.3350278976
972	0.3349945997
973	0.3349660772
974	0.3349387583
975	0.3349120289
976	0.3348929261
977	0.3348758049
978	0.3348364978
979	0.3348153274
980	0.3347672475
981	0.3346901209
982	0.3346476004
983	0.3346228948
984	0.3345945229
985	0.3345670035
986	0.3345409038
987	0.3345192884
988	0.3344871307
989	0.3344607742
990	0.3344353267
991	0.3344116691
992	0.3343954082
993	0.3343513023
994	0.3343249989
995	0.3342987686
996	0.3342727801
997	0.3342514925
998	0.3342160782
999	0.3341692739
